label,group,condition,item_num,type,list,message_html,maze_s,maze_a,question
Group_1_Condition_2_S02,1,2,2,experiment,3,琳琳和彤彤想送只宠物给张华。琳琳：张华喜欢小猫吗？彤彤：____________________。<br>  <br>点击下方链接开始造句。,"张华 说 他 喜欢 小猫 来着 ,我们 等会 去看。",x-x-x 汁 岁 根号 透明 与其 x-x-x 菱形 拟人。,张华喜欢小猫。
Group_1_Condition_1_S03,1,1,3,experiment,3,芬芬爸爸和妈妈在讨论今晚的晚餐。爸爸：芬芬今晚想大虾还是牛肉？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"芬芬 说 她 想吃 大虾 来着 ,今天 大虾 新鲜。",x-x-x 条 位 完事 勇气 咩咩 x-x-x 比喻 键盘。,芬芬想吃大虾。
Group_1_Condition_4_S04,1,4,4,experiment,3,老师和学长在讨论小明的社团。老师：小明昨晚和你说了什么？学长：____________________。<br>  <br>点击下方链接开始造句。,"小明 说 他 喜欢 网球 来着 ,等会 他 会报名。",x-x-x 件 首 名词 抠门 耳蜗 x-x-x 了 逆命题。,小明喜欢足球。
Group_2_Condition_3_S01,2,3,1,experiment,3,两位秘书在讨论老板的行程。秘书A：老板出差是想坐飞机吗？秘书B：____________________。<br>  <br>点击下方链接开始造句。,"老板 说 他 想坐 高铁 来着 ,我们 帮他 订票。",x-x-x 块 串 得令 空气 咕叽 x-x-x 啤酒 奶油。,老板想坐高铁。
Group_2_Condition_2_S02,2,2,2,experiment,3,老师和班长在讨论小李的选修课。老师：小李这学期会选数学吗？班长：____________________。<br>  <br>点击下方链接开始造句。,"小李 说 她 会选 数学 来着 ,他 热爱 数学。",x-x-x 根 件 成败 呼吸 憎恨 x-x-x 森林 光临。,小李想选物理。
Group_2_Condition_1_S03,2,1,3,experiment,3,爸爸和妈妈想给妹妹报兴趣班。妈妈：妹妹想学钢琴还是小提琴？爸爸：____________________。<br>  <br>点击下方链接开始造句。,"妹妹 说 她 想学 钢琴 来着 ,因为 小提琴 很难。",x-x-x 颗 张 法令 彻底 哼唧 x-x-x 含羞草 屋顶。,妹妹想学钢琴。
Group_2_Condition_4_S04,2,4,4,experiment,3,兰兰和峰峰想买点水果给小彭。兰兰：小彭今早说了什么？峰峰：____________________。<br>  <br>点击下方链接开始造句。,"小彭 说 他 想吃 苹果 来着 ,因为 苹果 很脆。",x-x-x 粒 架 作罢 剧情 呕吐 x-x-x 师傅 法师。,小彭想吃芒果。
Group_3_Condition_3_S01,3,3,1,experiment,3,爸爸和妈妈在讨论给小彤的生日礼物。爸爸：小彤想要平板嘛？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"小彤 说 她 想要 相机 来着 ,因为 想学 摄影。",x-x-x 片 辆 句式 体现 咕哝 x-x-x 公式 圆圈。,小彤想要相机。
Group_3_Condition_2_S02,3,2,2,experiment,3,教练和领队在讨论小张的训练计划。教练：小张想学长跑吗？领队：____________________。<br>  <br>点击下方链接开始造句。,"小张 说 他 想学 长跑 来着 ,因为 喜欢 跑步。",x-x-x 勺 栋 头发 继续 笔画 x-x-x 嫦娥 液体。,小张想学长跑。
Group_3_Condition_1_S03,3,1,3,experiment,3,爸爸和妈妈想给森森报外语兴趣班。爸爸：森森是想学法语还是德语？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"森森 说 她 想学 法语 来着 ,因为 喜欢 法国。",x-x-x 桌 次 公交 沙漠 颗颗 x-x-x 小乔 如何。,森森想学德语。
Group_3_Condition_4_S04,3,4,4,experiment,3,摊主和熟客在讨论孩子的口味。摊主：你家今早孩子说了什么？熟客：____________________。<br>  <br>点击下方链接开始造句。,"孩子 说 他 想吃 菠菜 来着 ,因为 营养 丰富。",x-x-x 椅 此 月亮 彩虹 滑稽 x-x-x 三国 大鹅。,孩子想吃菠菜。
Group_4_Condition_3_S01,4,3,1,experiment,3,爸爸和妈妈想给笑笑报美术兴趣班。爸爸：笑笑想学素描吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"笑笑 说 她 想学 油画 来着 ,因为 色彩 丰富。",x-x-x 辆 呵 山峰 莲藕 丑陋 x-x-x 哪吒 皮肤。,笑笑想学素描。
Group_4_Condition_2_S02,4,2,2,experiment,3,设计师在向助手确认业主的方案。设计师：业主喜欢欧式装修吗？助手：____________________。<br>  <br>点击下方链接开始造句。,"业主 说 他 喜欢 中式 来着 ,因为 简洁 大方。",x-x-x 艘 种 呵呵 身边 喉咙 x-x-x 埃及 奇数。,业主喜欢中式装修。
Group_4_Condition_1_S03,4,1,3,experiment,3,文文和欣欣准备给小娟买点水果。文文：小娟爱吃苹果还是香蕉？欣欣：____________________。<br>  <br>点击下方链接开始造句。,"小娟 说 她 爱吃 苹果 来着 ,因为 清甜 可口。",x-x-x 串 杯 琴弦 高峰 飘渺 x-x-x 妲己 射手。,小娟爱吃香蕉。
Group_4_Condition_4_S04,4,4,4,experiment,3,师姐和师妹想给老师买束鲜花。师妹：老师昨天说了什么？师姐：____________________。<br>  <br>点击下方链接开始造句。,"老师 说 她 喜欢 玫瑰 来着 ,因为 非常 浪漫。",x-x-x 碟 支 破损 章节 耳朵 x-x-x 李白 眉毛。,老师喜欢月季。
Group_1_Condition_3_S05,1,3,5,experiment,3,浩浩和阳阳想给妹妹带一份甜品。浩浩：妹妹爱吃蛋糕吗？阳阳：____________________。<br>  <br>点击下方链接开始造句。,"妹妹 说 她 想吃 蛋糕 来着 ,很久 没 吃了。",x-x-x 把 朵 雕刻 计较 空洞 x-x-x 呵 吧唧。,妹妹想吃蛋糕。
Group_1_Condition_2_S06,1,2,6,experiment,3,两位员工想给老板买一份茶叶。员工A；老板喜欢红茶吗？员工B：____________________。<br>  <br>点击下方链接开始造句。,"老板 说 他 喜欢 红茶 来着 ,叫 我们 带一些。",x-x-x 丛 块 碗筷 确实 爱好 x-x-x 皇后。 出租车。,老板喜欢绿茶。
Group_1_Condition_1_S07,1,1,7,experiment,3,爸爸和妈妈想给弟弟买一件衬衫。爸爸：弟弟是喜欢灰色还是蓝色？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"弟弟 说 他 喜欢 蓝色 来着 ,因为 灰色 显黑。",x-x-x 束 件 僵尸 无力 幻象 x-x-x 刺耳 面包。,弟弟喜欢灰色。
Group_1_Condition_4_S08,1,4,8,experiment,3,暑假爸爸和妈妈想带小李出去旅游。爸爸：暑假旅游，小李说了什么吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"小李 说 他 想去 新疆 来着 ,因为 想吃 羊肉。",x-x-x 朵 双 指南 渠道 公鸡 x-x-x 条目 您说。,小李想去新疆。
Group_2_Condition_3_S05,2,3,5,experiment,3,姐姐和哥哥想给弟弟买玩具。姐姐：弟弟是想要拼图吗？哥哥：____________________。<br>  <br>点击下方链接开始造句。,"弟弟 说 他 想要 拼图 来着 ,叫 我们 带一个。",x-x-x 张 片 科学 分子 空虚 x-x-x 火箭 而且。,弟弟想要积木。
Group_2_Condition_2_S06,2,2,6,experiment,3,乐乐和笑笑想带约翰逛北京。乐乐：约翰会想去故宫吗？笑笑：____________________。<br>  <br>点击下方链接开始造句。,"约翰 说 他 想去 故宫 来着 ,因为 喜欢 建筑。",x-x-x 篇 朵 账单 人头 课本 x-x-x 问卷 恋爱。,约翰想去故宫。
Group_2_Condition_1_S07,2,1,7,experiment,3,爷爷想给小华寄一些自种蔬菜。爷爷：小华是喜欢吃萝卜还是番茄？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"小华 说 他 想吃 番茄 来着 ,等会 寄一些 回去。",x-x-x 首 头 火焰 还是 叮当 x-x-x 原子弹 墨子。,小华想吃萝卜。
Group_2_Condition_4_S08,2,4,8,experiment,3,奶奶想买点零食给小明。奶奶：小明刚刚说了什么？爷爷：____________________。<br>  <br>点击下方链接开始造句。,"小明 说 他 想吃 核桃 来着 ,等会 买 多一些。",x-x-x 册 颗 居民 羡慕 高山 x-x-x 咚 出租车。,小明想吃红薯。
Group_3_Condition_3_S05,3,3,5,experiment,3,妈妈和爸爸在准备小刚明天的早点。妈妈：小刚明早想吃馒头吗？爸爸：____________________。<br>  <br>点击下方链接开始造句。,"小刚 说 他 想吃 面条 来着 ,热乎乎 ,很满足。",x-x-x 副 根 窗户 后果 哗啦 x-x-x 洗衣液。,小刚想吃面条。
Group_3_Condition_2_S06,3,2,6,experiment,3,爸爸和妈妈在为蕾蕾的派对准备食材。爸爸：蕾蕾想吃汉堡吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"蕾蕾 说 她 想吃 汉堡 来着 ,很久 没 吃了。",x-x-x 幅 台 帽子 水平 瓷器 x-x-x 嗯 蛋白。,蕾蕾想吃汉堡。
Group_3_Condition_1_S07,3,1,7,experiment,3,姐姐和哥哥想买点喝的带给小红。姐姐：小红是喜欢喝酸奶还是果汁？哥哥：____________________。<br>  <br>点击下方链接开始造句。,"小红 说 她 想喝 果汁 来着 ,夏天 喝 很清爽。",x-x-x 尾 辆 老鼠 更加 噼啪 x-x-x 噢 洗衣液。,小红想喝酸奶。
Group_3_Condition_4_S08,3,4,8,experiment,3,组长和助理在商量给客户的礼品。组长：客户说了什么吗？助理：____________________。<br>  <br>点击下方链接开始造句。,"客户 说 他 想要 鼠标 来着 ,旧的 坏了。",x-x-x 瓶 片 绿灯 公理 化学 x-x-x 直径。,客户想要耳机。
Group_4_Condition_3_S05,4,3,5,experiment,3,小祝和小陈在挑选客厅的摆件。小陈：妈妈应该喜欢挂画吧。小祝：____________________。<br>  <br>点击下方链接开始造句。,"妈妈 说 她 喜欢 花瓶 来着 ,放着 非常 美观。",x-x-x 罐 篇 偶数 分钟 哼哧 x-x-x 相机 袋子。,妈妈喜欢花瓶。
Group_4_Condition_2_S06,4,2,6,experiment,3,爸爸和妈妈想给芳芳报舞蹈班。爸爸：芳芳想学街舞吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"芳芳 说 她 想学 街舞 来着 ,看着 很酷。",x-x-x 盒 座 剪刀 兔子 蒸馏 x-x-x 盒子。,芳芳想学芭蕾。
Group_4_Condition_1_S07,4,1,7,experiment,3,两位老师想送一本书给小张。老师A：小张平时爱读小说还是散文？老师B：____________________。<br>  <br>点击下方链接开始造句。,"小张 说 他 爱读 小说 来着 ,因为 情节 精彩。",x-x-x 袋 杯 风雪 鳄鱼 眉毛 x-x-x 椰子 孙权。,小张爱读小说。
Group_4_Condition_4_S08,4,4,8,experiment,3,爸爸和妈妈在讨论今晚的饭菜。爸爸：小芳说了什么吗？。妈妈：____________________。<br>  <br>点击下方链接开始造句。,"小芳 说 她 想吃 排骨 来着 ,很久 没 吃了。",x-x-x 碟 箱 理智 倾诉 抽象 x-x-x 嗯 刺客。,小芳想吃清蒸鱼。
Group_1_Condition_7_S09,1,7,9,experiment,3,运动会结束后，老师在聊天。老师说：____________________。<br>  <br>点击下方链接开始造句。,"那个 男生 高 ,一眼 就能 看到。",x-x-x 重复 凭 x-x-x 罢了 热吻。,老师说那个男生因为个子高所以容易被看到。
Group_1_Condition_6_S10,1,6,10,experiment,3,佳佳在商场买裙子。她问店员：“这两条裙子哪条合适？”店员说：____________________。<br>  <br>点击下方链接开始造句。,"这条 黑裙子 很 长 ,没有 小号了。",x-x-x 高远球 部 据 x-x-x 量体温。,店员认为那条黑裙子不适合佳佳。
Group_1_Condition_5_S11,1,5,11,experiment,3,明明和爸爸去游泳。明明问：“这两个泳池哪个更好？”爸爸说：____________________。<br>  <br>点击下方链接开始造句。,"左边的 水池 深 ,用 右边的。",x-x-x 开始 凭 x-x-x 洗洁精。,爸爸建议用左边的水池。
Group_1_Condition_8_S12,1,8,12,experiment,3,老师们在商量今年春游的时间。李老师：____________________。<br>  <br>点击下方链接开始造句。,"周三 天气 很 热 ,不 适合 户外。",x-x-x 懦弱 次 由 x-x-x 煞星 飞机。,李老师说周三很适合户外活动。
Group_2_Condition_7_S09,2,7,9,experiment,3,音乐老师在排 班级合唱的队形。助教问：小丽适合站在哪里？老师说：____________________。<br>  <br>点击下方链接开始造句。,"小丽 个子 矮 ,让 她 站前面。",x-x-x 时候 泪 x-x-x 呗 瓜子壳。,老师觉得小丽应该站在前面。
Group_2_Condition_6_S10,2,6,10,experiment,3,老师在给幼儿园的小朋友讲《龟兔赛跑》的故事。老师问：“跑步的话，乌龟和兔子谁厉害呀？”笑笑说：____________________。<br>  <br>点击下方链接开始造句。,"乌龟 跑步 很 慢 ,我猜 兔子 赢。",x-x-x 姨婆 莓 被 x-x-x 侠客 得。,笑笑觉得兔子会赢。
Group_2_Condition_5_S11,2,5,11,experiment,3,乐乐的生日要到了。妈妈在和乐乐商量生日派对应该放在周五还是周六。乐乐说：____________________。<br>  <br>点击下方链接开始造句。,"周五 放学 晚 ,派对 得要 推迟。",x-x-x 皇后 趁 x-x-x 李白 大招。,乐乐觉得周五的派对可以准时开始。
Group_2_Condition_8_S12,2,8,12,experiment,3,小高和小王在商量要不要周末自驾回老家。小高说：____________________。<br>  <br>点击下方链接开始造句。,"高速 收费 很 贵 ,要不 国庆 再回。",x-x-x 孙权 妞 将 x-x-x 橙子 失忆。,高速收费很便宜。
Group_3_Condition_7_S09,3,7,9,experiment,3,派对上，丽丽请希希帮她端一下自己的橙汁。丽丽说：____________________。<br>  <br>点击下方链接开始造句。,"我的 那杯 满 ,你 小心 别洒了。",x-x-x 类似 脱 x-x-x 铅笔 后备箱。,丽丽提醒希希小心别把橙汁洒了。
Group_3_Condition_6_S10,3,6,10,experiment,3,工作人员在安排明天会议的座位。工作人员问：“张老师坐第一排还是第二排？”经理说：____________________。<br>  <br>点击下方链接开始造句。,"第一排 现在 很 空 ,坐 第一排。",x-x-x 鳄鱼 周 据 x-x-x 柠檬水。,经理建议张老师坐第一排。
Group_3_Condition_5_S11,3,5,11,experiment,3,清洁工正在打扫卫生。经理问：“哪条路现在可以走？”工人说：____________________。<br>  <br>点击下方链接开始造句。,"这边 地面 湿 ,别走 这里。",x-x-x 药性 论 x-x-x 卫生。,工人说这条路可以走。
Group_3_Condition_8_S12,3,8,12,experiment,3,木工和业主在敲定家具定制细节。业主想知道为什么胡桃木这么贵。木工说：____________________。<br>  <br>点击下方链接开始造句。,"胡桃 木质 很 硬 ,能用 更久呀。",x-x-x 多云 猪 趁 x-x-x 星期一。,木工说胡桃木能用得更久。
Group_4_Condition_7_S09,4,7,9,experiment,3,张华和销售在讨论小区房子的买卖。张华问：为什么这边房子这么便宜？张华说：____________________。<br>  <br>点击下方链接开始造句。,"低层 楼房 吵 ,因为 靠近 公路。",x-x-x 日语 沿 x-x-x 狐狸 教堂。,低层房子靠近公路，所以比较吵。
Group_4_Condition_6_S10,4,6,10,experiment,3,舞蹈比赛快到了。老师问：“这两条裙子哪条更干净？”李老师说：____________________。<br>  <br>点击下方链接开始造句。,"这条 粉裙子 很 脏 ,选 红的。",x-x-x 学生卡 电 依 x-x-x 醒醒。,老师在找更干净的裙子。
Group_4_Condition_5_S11,4,5,11,experiment,3,宿舍查寝结束后， 辅导员问班长：“哪个寝室不合格？”班长说：____________________。<br>  <br>点击下方链接开始造句。,"男生 寝室 乱 ,甚至 不如 上个月。",x-x-x 猩猩 把 x-x-x 荒岛 充电器。,班长说男生寝室不合格。
Group_4_Condition_8_S12,4,8,12,experiment,3,长期合作的公司这次没有通过竞标，总裁问经理具体的原因。经理说：____________________。<br>  <br>点击下方链接开始造句。,"他们的 方案 很 差 ,完全 没法 落地。",x-x-x 走了 伞 依 x-x-x 师姐 楼梯。,长期合作的公司成功通过了竞标。
Group_1_Condition_7_S13,1,7,13,experiment,3,医生正在给病人解释检查结果。医生说：____________________。<br>  <br>点击下方链接开始造句。,"右边的 影像 清楚 ,不用 重新拍。",x-x-x 项羽 回去 x-x-x 美人鱼。,医生说右边的影像很模糊。
Group_1_Condition_6_S14,1,6,14,experiment,3,记者在整理采访录音。编辑问：“哪段录音能直接用？”记者说：____________________。<br>  <br>点击下方链接开始造句。,"前面的 录音 很 模糊 ,后面 那段 好些。",x-x-x 怀念 木 药水 x-x-x 皇帝 钓鱼。,记者说前面的录音很清楚。
Group_1_Condition_5_S15,1,5,15,experiment,3,一个女生 在水果店挑水果。女生问：“草莓和桑葚哪个更新鲜？”老板说：____________________。<br>  <br>点击下方链接开始造句。,"今天的 草莓 新鲜 ,上午 刚刚 送到。",x-x-x 那年 绝情 x-x-x 大象 世界。,老板觉得草莓新鲜。
Group_1_Condition_8_S16,1,8,16,experiment,3,小李和朋友聊起单位的同事。小李说：____________________。<br>  <br>点击下方链接开始造句。,"张经理 态度 很 严厉 ,但是 是个 热心肠。",x-x-x 而已 空 车厢 x-x-x 熊猫 龙舌兰。,小李说张经理的态度很温和。
Group_2_Condition_7_S13,2,7,13,experiment,3,阿明提醒小琪出门注意安全。导游说：____________________。<br>  <br>点击下方链接开始造句。,"地铁 二号线 拥挤 ,记得 看好 行李。",x-x-x 东北虎 绿豆 x-x-x 答案 柠檬。,阿明说地铁二号线人很多。
Group_2_Condition_6_S14,2,6,14,experiment,3,小张和小 李在商场试沙发。小张问：“你觉得哪张坐着最好？”小李说：____________________。<br>  <br>点击下方链接开始造句。,"这个 沙发 很 舒服 ,买 这个 吧。",x-x-x 围绕 咩 佣人 x-x-x 答案 将。,小李觉得这个沙发坐着最舒服。
Group_2_Condition_5_S15,2,5,15,experiment,3,编辑部 在开专题策划会。小赵问：“我的和张记者的选题都可行吗？主编说：____________________。<br>  <br>点击下方链接开始造句。,"你的 选题 复杂 ,还是 换一个。",x-x-x 首都 罪人 x-x-x 湿纸巾。,主编认为小赵的选题更容易操作。
Group_2_Condition_8_S16,2,8,16,experiment,3,工程师正在汇报测试结果。工程师说：____________________。<br>  <br>点击下方链接开始造句。,"这个 系统 很 稳定 ,暂时 不用 升级。",x-x-x 环绕 汪 祷告 x-x-x 天敌 绝望。,工程师说系统出了问题。
Group_3_Condition_7_S13,3,7,13,experiment,3,张师傅正在提醒厨房的学徒注意安全。张师傅说：____________________。<br>  <br>点击下方链接开始造句。,"我的 刀片 锋利 ,用的 时候 小心。",x-x-x 海里 信徒 x-x-x 过敏 泪水。,张师傅不让学徒用他的刀。
Group_3_Condition_6_S14,3,6,14,experiment,3,游客们 在民宿里选房间。游客问：“哪间房住起来更舒服？”老板说：____________________。<br>  <br>点击下方链接开始造句。,"楼下 房间 很 潮湿 ,还是 楼上 更好。",x-x-x 眷恋 兔 访学 x-x-x 潇洒 天地。,老板觉得楼上的房间住起来更舒服。
Group_3_Condition_5_S15,3,5,15,experiment,3,一 家人在饭店点菜。妈妈问：“这两个汤哪个适合孩子喝？”服务员说：____________________。<br>  <br>点击下方链接开始造句。,"鸡汤 味道 清淡 ,孩子 一定 喜欢。",x-x-x 再见 恋人 x-x-x 银子 匆匆。,服务员觉得鸡汤适合孩子喝。
Group_3_Condition_8_S16,3,8,16,experiment,3,演出马上开始了。工作人员问大家准备的怎么样。导演说：____________________。<br>  <br>点击下方链接开始造句。,"那个 演员 很 紧张 ,现在 还在 深呼吸。",x-x-x 看见 叮 椭圆 x-x-x 萝卜 长颈鹿。,演出已经结束了。
Group_4_Condition_7_S13,4,7,13,experiment,3,聚餐结束后，大家在聊天。小李说：____________________。<br>  <br>点击下方链接开始造句。,"这家 饭店 热闹 ,每天 客人 很多。",x-x-x 物理 耳机 x-x-x 山脉 篮球。,小李说那家饭店很热闹。
Group_4_Condition_6_S14,4,6,14,experiment,3,家长们在给孩子选自习室。妈妈问：“哪个教室更适合学习？”爸爸说：____________________。<br>  <br>点击下方链接开始造句。,"二楼 教室 很 安静 ,就在 这里。",x-x-x 海底 哒 汽车 x-x-x 恩怨。,爸爸觉得二楼教室太吵了。
Group_4_Condition_5_S15,4,5,15,experiment,3,公司讨论新的报销流程。经理问：“哪个方案更便捷？”员工说：____________________。<br>  <br>点击下方链接开始造句。,"现在的 流程 麻烦 ,还是 以前 方便。",x-x-x 出现 黄灯 x-x-x 罢了 涨潮。,员工觉得现在的流程很方便。
Group_4_Condition_8_S16,4,8,16,experiment,3,蛋糕店的店员正在向顾客介绍店里的蛋糕。店员说：____________________。<br>  <br>点击下方链接开始造句。,"这款 样式 很 新颖 ,销量 一直 不错。",x-x-x 抬头 恩 南瓜 x-x-x 门口 消毒。,店员推荐的这款蛋糕样式很普通。
Group_1_Condition_7_S17,1,7,17,experiment,3,朋友们正在整理露营装备。小李说：____________________。<br>  <br>点击下方链接开始造句。,"山里 晚上 冷 ,记得 带上 厚睡袋。",x-x-x 短剧 将 x-x-x 而已 月饼盒。,朋友们已经出发去露营了。
Group_1_Condition_6_S18,1,6,18,experiment,3,几个同学在 水果店试吃李子。小王问：“哪一种更适合直接吃？”店员说：____________________。<br>  <br>点击下方链接开始造句。,"这种 李子 很 酸 ,不能 直接 吃。",x-x-x 左手 栋 趁 x-x-x 而已 把。,店员认为这种李子不适合直接吃。
Group_1_Condition_5_S19,1,5,19,experiment,3,快递 员们在整理包裹。小齐问：“这两个箱子先送哪个？”王师傅说：____________________。<br>  <br>点击下方链接开始造句。,"这个 箱子 轻 ,你 先送 这个。",x-x-x 强烈 由 x-x-x 那里 牢骚。,王师傅说这个箱子很重。
Group_1_Condition_8_S20,1,8,20,experiment,3,妈妈正在厨房处理鱼。妈妈说：____________________。<br>  <br>点击下方链接开始造句。,"这条 鲫鱼 很 腥 ,得用 料酒 处理。",x-x-x 灵光 楼 论 x-x-x 至上 大海。,妈妈说那条鲫鱼有腥味。
Group_2_Condition_7_S17,2,7,17,experiment,3,妈妈带丽丽来买鞋。丽丽说：____________________。<br>  <br>点击下方链接开始造句。,"红的 这双 松 ,走路 容易 掉。",x-x-x 入座 沿 x-x-x 馒头 了。,丽丽说红的这双鞋比较松。
Group_2_Condition_6_S18,2,6,18,experiment,3,朋友 们在咖啡店聊天。小王问：“最近哪种咖啡销量好？”小李说：____________________。<br>  <br>点击下方链接开始造句。,"这个 新款 很 苦 ,女生 可能 喝不惯。",x-x-x 小心 辆 把 x-x-x 馒头 羽毛球。,小李说新款咖啡比较甜。
Group_2_Condition_5_S19,2,5,19,experiment,3,东东一家 在家具城试床垫。妈妈问：“哪张睡着舒服？”爸爸说：____________________。<br>  <br>点击下方链接开始造句。,"这个 床垫 软 ,老人 不太 适合。",x-x-x 听说 所 x-x-x 包子 烧麦。,爸爸觉得这个床垫软。
Group_2_Condition_8_S20,2,8,20,experiment,3,摄影师在向剧组导演介绍拍摄方案。摄影师说：____________________。<br>  <br>点击下方链接开始造句。,"机修 车间 很 旧 ,拍出来 更有 感觉。",x-x-x 珍惜 汤 按 x-x-x 鸡爪 了。,摄影师说机修车间很新。
Group_3_Condition_7_S17,3,7,17,experiment,3,主管正在评价新员工的表现。主管说：____________________。<br>  <br>点击下方链接开始造句。,"小张 做事 灵活 ,外联 也 有经验。",x-x-x 泰国 饺子 x-x-x 喽 榨果汁。,主管说小张做事很死板。
Group_3_Condition_6_S18,3,6,18,experiment,3,游客们 准备爬山。小阳问导游：“走哪条路更安全？”导游说：____________________。<br>  <br>点击下方链接开始造句。,"那条 山路 很 危险 ,还是 绕远 一点吧。",x-x-x 星座 喵 草莓 x-x-x 罢了 榨果汁。,导游说有条山路比较危险。
Group_3_Condition_5_S19,3,5,19,experiment,3,一家人在看新房。妈妈问：“哪套更舒服？”爸爸说：____________________。<br>  <br>点击下方链接开始造句。,"这个 客厅 宽敞 ,孩子 活动 方便。",x-x-x 心碎 生菜 x-x-x 猪肉 绿豆。,爸爸说这个客厅很宽敞。
Group_3_Condition_8_S20,3,8,20,experiment,3,教师大会上，年级组长在总结考试情况。李老师说：____________________。<br>  <br>点击下方链接开始造句。,"三班 成绩 很 糟糕 ,家长们 都很 着急。",x-x-x 药水 嘟 海峡 x-x-x 牛蛙 肉丸。,家长们不在乎成绩。
Group_4_Condition_7_S17,4,7,17,experiment,3,大扫除完，老师来检查教室卫生。老师说：____________________。<br>  <br>点击下方链接开始造句。,"第二组 桌椅 整齐 ,大家 向他们 学习。",x-x-x 绝情 光临 x-x-x 卷心菜 诊所。,大扫除后老师批评了第二组。
Group_4_Condition_6_S18,4,6,18,experiment,3,朋友们在游乐园聊天。小王问：“哪个项目更过瘾？”小李说：____________________。<br>  <br>点击下方链接开始造句。,"空中 飞毯 很 刺激 ,我们 特别 喜欢。",x-x-x 粉碎 第 怜悯 x-x-x 榴莲 袋子。,小李推荐了空中飞毯。
Group_4_Condition_5_S19,4,5,19,experiment,3,航空公司在测试飞行路线。经理问：“哪条航线体验更好？”飞行员说：____________________。<br>  <br>点击下方链接开始造句。,"南部 航线 平稳 ,乘客 会更 舒服。",x-x-x 清楚 专辑 x-x-x 匆匆 雕刻。,飞行员说南部航线比较平稳。
Group_4_Condition_8_S20,4,8,20,experiment,3,演员们在讨论剧本。演员说：____________________。<br>  <br>点击下方链接开始造句。,"最后 那句 很 别扭 ,观众 可能 听不懂。",x-x-x 泪水 咚 天赋 x-x-x 手腕 运动鞋。,演员说最后那句台词很自然。
Group_1_Condition_4_S01,1,4,1,experiment,4,峰峰和磊磊想给小陈带一杯饮料。峰峰：小陈说了什么？磊磊：____________________。<br>  <br>点击下方链接开始造句。,"小陈 说 她 想喝 咖啡 来着 ,我们 买一杯。",x-x-x 个 三 定局 看清 烟火 x-x-x 消防栓。,小陈想喝咖啡。
Group_1_Condition_3_S02,1,3,2,experiment,4,琳琳和彤彤想送只宠物给张华。琳琳：张华喜欢小狗吗？彤彤：____________________。<br>  <br>点击下方链接开始造句。,"张华 说 他 喜欢 小猫 来着 ,我们 等会 去看。",x-x-x 汁 岁 根号 透明 与其 x-x-x 菱形 拟人。,张华喜欢小猫。
Group_1_Condition_2_S03,1,2,3,experiment,4,芬芬爸爸和妈妈在讨论今晚的晚餐。爸爸：芬芬今晚想吃大虾吗？妈妈：____________________。<br>  <br>点击下方链接开始造句。,"芬芬 说 她 想吃 大虾 来着 ,今天 大虾 新鲜。",x-x-x 条 位 完事 勇气 啦啦 x-x-x 比喻 键盘。,芬芬想吃大虾。
Group_1_Condition_1_S04,1,1,4,experiment,4,老师和学长在讨论小明的社团。老师：小明是想喜欢网球还是足球社？学长：____________________。<br>  <br>点击下方链接开始造句。,"小明 说 他 喜欢 网球 来着 ,等会 他 会报名。",x-x-x 件 首 名词 抠门 噗嗤 x-x-x 了 逆命题。,小明喜欢足球。
Group_2_Condition_4_S01,2,4,1,experiment,4,两位秘书在讨论老板的行程。秘书A：今早会议老板说了什么？秘书B：____________________。<br>  <br>点击下方链接开始造句。,"老板 说 他 想坐 高铁 来着 ,我们 帮他 订票。",x-x-x 块 串 得令 空气 拔河 x-x-x 啤酒 奶油。,老板想坐高铁。
Group_2_Condition_3_S02,2,3,2,experiment,4,老师和班长在讨论小李的选修课。老师：小李这学期会选物理吗？班长：____________________。<br>  <br>点击下方链接开始造句。,"小李 说 她 会选 数学 来着 ,他 热爱 数学。",x-x-x 根 件 成败 呼吸 哧溜 x-x-x 森林 光临。,小李想选物理。
Group_2_Condition_2_S03,2,2,3,experiment,4,爸爸和妈妈想给妹妹报兴趣班。妈妈：妹妹想学钢琴吗？爸爸：____________________。<br>  <br>点击下方链接开始造句。,"妹妹 说 她 想学 钢琴 来着 ,因为 小提琴 很难。",x-x-x 颗 张 法令 彻底 苔藓 x-x-x 含羞草 屋顶。,妹妹想学钢琴。
Group_2_Condition_1_S04,2,1,4,experiment,4,兰兰和峰峰想买点水果给小彭。兰兰：小彭爱吃苹果还是芒果？峰峰：____________________。<br>  <br>点击下方链接开始造句。,"小彭 说 他 想吃 苹果 来着 ,因为 苹果 很脆。",x-x-x 粒 架 作罢 剧情 咔嚓 x-x-x 师傅 法师。,小彭想吃芒果。
